"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Roof.Style","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Gr.Liv.Area","Bedroom.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Fence","SalePrice","Porch.SF","Tot.Bath","House.Age"
"80","RL",101,9150,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","Other",6,5,"Gable","Plywood","Plywood","Other",305,"TA","TA","CBlock","Gd","TA","Other",728,1099,"Other","Y","SBrkr",1431,0,1431,3,"TA",6,"Typ",1,"Gd","Other","RFn","Other","296","TA","TA","Y",64,"No fence",165000,110,1.5,46
"60","RL",90,14670,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,7,"Gable","VinylSd","VinylSd","Other",410,"Other","Other","CBlock","TA","TA","No",529,1104,"Ex","Y","SBrkr",1104,884,1988,4,"Other",9,"Typ",1,"Gd","Attchd","RFn","2","480","TA","TA","Y",0,"Other",227000,230,2.5,9
"20","RL",0,7390,"No alley","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Other","Wd Sdng","Wd Sdng","Other",151,"TA","TA","CBlock","TA","TA","No",196,1098,"TA","Y","SBrkr",1098,0,1098,3,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","Other","260","TA","TA","Y",0,"No fence",135000,0,2,53
"20","RL",71,9204,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No",247,1144,"TA","Y","SBrkr",1144,0,1144,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","Other","336","TA","TA","Y",0,"No fence",124000,88,2.5,45
"20","RL",70,7763,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No",319,931,"TA","Y","SBrkr",1283,0,1283,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","506","TA","TA","Y",0,"No fence",140000,0,2,28
"20","RL",74,8856,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,4,"Gable","Wd Sdng","Wd Sdng","Other",143,"TA","TA","CBlock","TA","TA","No",503,1176,"TA","Y","SBrkr",1176,0,1176,3,"TA",6,"Typ",2,"Gd","Attchd","RFn","Other","292","TA","TA","Y",0,"No fence",136500,183,2,51
"20","RL",82,9840,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No",195,1248,"TA","Y","SBrkr",1440,0,1440,2,"Other",7,"Typ",0,"No fireplace","Attchd","RFn","Other","480","TA","TA","Y",150,"No fence",185000,256,3,10
"20","RL",76,9120,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,"Other","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",599,1261,"Ex","Y","SBrkr",1261,0,1261,3,"TA",6,"Typ",1,"TA","Attchd","RFn","2","433","TA","TA","Y",0,"No fence",163000,288,2,50
"20","RL",90,13200,"No alley","Other","Lvl","Inside","Gtl","NAmes","Other","1Fam","1Story",6,6,"Gable","Wd Sdng","Wd Sdng","Other",187,"TA","TA","CBlock","TA","TA","No",437,1395,"Ex","Y","SBrkr",1570,0,1570,3,"TA",5,"Typ",1,"TA","Attchd","RFn","2","441","TA","TA","Y",490,"No fence",166800,0,2,50
"20","RL",72,9000,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,"Gable","Wd Sdng","Wd Sdng","Other",74,"TA","TA","CBlock","Gd","TA","No",580,1196,"Other","Y","Other",1196,0,1196,2,"TA",6,"Typ",1,"Gd","Attchd","RFn","Other","297","TA","TA","Y",0,"No fence",139000,44,2,52
"20","RL",80,11900,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",6,5,"Gable","HdBoard","HdBoard","Other",387,"TA","TA","CBlock","TA","TA","No",352,1392,"TA","Y","Other",1392,0,1392,3,"TA",6,"Typ",2,"Gd","Attchd","RFn","2","458","TA","TA","Y",0,"No fence",166000,192,2.5,51
"20","RL",75,9464,"No alley","Reg","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",6,7,"Other","MetalSd","MetalSd","Other",135,"TA","Other","CBlock","TA","TA","No",510,1080,"Other","Y","SBrkr",1080,0,1080,3,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","Other","288","TA","TA","Y",0,"No fence",136000,130,1,50
"20","RL",75,10425,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",330,1104,"Other","Y","SBrkr",1104,0,1104,3,"TA",5,"Typ",0,"No fireplace","Attchd","RFn","Other","384","TA","TA","Y",0,"No fence",133000,0,2,50
"20","RL",60,11556,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","MetalSd","MetalSd","Other",52,"TA","TA","CBlock","TA","TA","No",572,720,"Ex","Y","Other",882,0,882,2,"Other",4,"Typ",0,"No fireplace","Attchd","Unf","Other","240","TA","TA","Y",0,"Other",116000,0,2,56
"20","RL",102,9373,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","MetalSd","MetalSd","Other",84,"TA","TA","CBlock","TA","TA","No",456,1152,"TA","Y","SBrkr",1152,0,1152,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","636","TA","TA","Y",0,"No fence",137500,0,1.5,55
"20","RL",0,12774,"No alley","Reg","Lvl","Inside","Other","NAmes","Norm","1Fam","1Story",5,5,"Other","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No",232,984,"TA","Other","SBrkr",950,0,950,2,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","400","TA","TA","Y",0,"Other",130000,32,1,55
"20","RL",95,14250,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,"Gable","Plywood","Plywood","Other",360,"TA","TA","CBlock","TA","TA","No",998,998,"TA","Y","SBrkr",1790,0,1790,3,"TA",6,"Typ",2,"Gd","Attchd","Fin","2","540","TA","TA","Y",0,"No fence",180000,40,2,51
"20","RL",71,8838,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,3,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","Other","Other","Other",0,0,"Other","Y","SBrkr",1764,0,1764,4,"TA",7,"Other",1,"TA","Attchd","Fin","Other","301","TA","TA","Y",0,"No fence",100000,72,2.5,26
"90","RL",76,12436,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Other","1Story",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",1824,1824,"Other","Y","Other",1824,0,1824,5,"TA",9,"Typ",0,"No fireplace","Other","Unf","2","484","TA","TA","Y",0,"No fence",146000,0,2,51
"20","RL",60,10122,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",4,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","Other","Other","Other",0,0,"TA","Other","SBrkr",869,0,869,1,"TA",3,"Typ",0,"No fireplace","Other","Unf","Other","390","Other","TA","Other",0,"Other",89900,66,1,58
"50","RL",45,7506,"No alley","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",5,8,"Gable","VinylSd","VinylSd","None",0,"TA","Other","PConc","TA","TA","No",747,747,"TA","Y","SBrkr",747,412,1159,3,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","288","Other","TA","Other",84,"No fence",114000,96,1,58
"50","RL",60,10930,"Other","Reg","Other","Inside","Gtl","NAmes","Other","1Fam","Other",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",333,913,"TA","Y","Other",1048,510,1558,3,"TA",6,"Typ",1,"TA","Attchd","Unf","Other","288","TA","TA","Y",0,"No fence",140000,0,2.5,58
"30","RL",60,5400,"No alley","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","1Story",4,7,"Other","VinylSd","VinylSd","None",0,"Other","TA","PConc","TA","TA","No",672,672,"Other","Y","SBrkr",672,0,672,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","Other","308","TA","TA","Other",88,"No fence",86900,108,1,3
"50","RL",60,10836,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No",892,892,"Ex","Y","SBrkr",1254,182,1436,3,"TA",7,"Typ",1,"Gd","Other","Unf","Other","1488","Other","TA","Other",0,"Other",139000,100,1.5,58
"190","RL",60,10800,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",4,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","Other","Other","Other",0,0,"TA","Other","Other",694,600,1294,3,"TA",7,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Other",220,"No fence",106250,324,2,8
"60","RL",70,9247,"No alley","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,6,"Gable","HdBoard","HdBoard","Other",318,"TA","TA","CBlock","TA","TA","No",539,858,"Ex","Y","SBrkr",858,858,1716,4,"TA",8,"Typ",1,"Gd","Attchd","Fin","2","490","TA","TA","Y",0,"No fence",171000,204,1.5,46
"20","RL",78,10180,"No alley","Other","Lvl","Other","Gtl","NAmes","Other","1Fam","1Story",5,6,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No",168,912,"TA","Y","SBrkr",1044,0,1044,3,"TA",5,"Typ",1,"Other","Attchd","Fin","2","372","TA","TA","Y",200,"Other",139000,48,2,40
"20","RL",76,11355,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",7,7,"Gable","HdBoard","HdBoard","Other",125,"TA","TA","CBlock","TA","TA","No",675,1312,"Ex","Y","SBrkr",1312,0,1312,3,"TA",6,"Typ",1,"Gd","Attchd","RFn","2","495","TA","TA","Y",0,"Other",186000,448,1.5,7
"20","RL",0,10920,"No alley","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",6,5,"Other","MetalSd","MetalSd","Other",212,"TA","TA","CBlock","TA","TA","No",520,1253,"TA","Y","SBrkr",1253,0,1253,2,"TA",5,"Typ",1,"Other","Attchd","RFn","Other","352","TA","TA","Y",0,"Other",157000,389,2.5,48
"20","RL",0,12929,"No alley","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,"Gable","Wd Sdng","Wd Sdng","Other",276,"TA","TA","CBlock","TA","TA","Other",384,1081,"TA","Y","SBrkr",1081,0,1081,3,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","401","TA","TA","Y",36,"No fence",148000,82,2,15
"20","RL",313,27650,"No alley","Other","Other","Inside","Other","NAmes","Other","1Fam","1Story",7,7,"Other","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Other",160,585,"Ex","Y","SBrkr",2069,0,2069,4,"Other",9,"Typ",1,"Gd","Attchd","RFn","2","505","TA","TA","Y",0,"No fence",242000,0,3,1
"20","RL",74,8892,"No alley","Reg","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","WdShing","Wd Shng","None",0,"Other","TA","Other","TA","TA","Other",105,105,"Other","Y","SBrkr",910,0,910,3,"Other",5,"Typ",0,"No fireplace","Attchd","Unf","2","414","TA","TA","Y",196,"Other",116000,150,1,12
"20","RL",60,7200,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Other","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Other","Other","Other",0,0,"Other","Y","SBrkr",1048,0,1048,3,"TA",7,"Other",0,"No fireplace","Other","Unf","2","420","TA","TA","Y",0,"No fence",98300,27,1,58
"80","RL",70,7910,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",5,5,"Other","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No",409,1075,"Other","Y","SBrkr",1507,0,1507,4,"TA",7,"Other",0,"No fireplace","Other","Unf","Other","404","TA","TA","Y",0,"Other",127000,0,2,48
"20","RL",80,8000,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No",292,1256,"Other","Y","Other",1256,0,1256,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","Other","311","TA","TA","Y",0,"No fence",159000,240,2.5,49
"20","RL",80,8000,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Gable","BrkFace","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",188,1027,"TA","Y","SBrkr",1027,0,1027,3,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","Other","299","TA","TA","Y",0,"No fence",125900,0,1.5,46
"20","RL",70,7931,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",363,1269,"TA","Y","Other",1269,0,1269,3,"TA",6,"Typ",1,"Other","Other","Unf","Other","308","TA","TA","Y",0,"No fence",155000,0,1.5,48
"50","RL",60,8064,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Other","1Fam","Other",6,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",453,768,"Ex","Y","SBrkr",819,501,1320,3,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","576","TA","TA","Y",108,"Other",138000,0,2,58
"45","RL",64,6390,"No alley","Reg","Lvl","Other","Gtl","NAmes","Other","1Fam","Other",6,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",936,936,"TA","Y","Other",984,0,984,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","Other","280","TA","TA","Y",0,"Other",112500,0,2,54
"45","RL",59,7227,"No alley","Reg","Other","Other","Other","NAmes","Other","1Fam","Other",6,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",832,832,"Other","Y","SBrkr",832,0,832,2,"Other",4,"Typ",0,"No fireplace","Other","Unf","2","528","TA","TA","Y",0,"No fence",105500,0,1,54
"50","RL",60,7200,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",181,854,"Other","Y","Other",854,424,1278,4,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","Other","240","TA","TA","Y",0,"Other",127500,0,1,54
"50","RL",60,7200,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","Other",398,768,"Other","Y","SBrkr",1024,564,1588,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","480","TA","TA","Y",0,"No fence",150000,0,1.5,41
"20","RL",60,7200,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",825,825,"TA","Y","Other",825,0,825,2,"TA",4,"Typ",0,"No fireplace","Attchd","Unf","Other","350","TA","TA","Y",0,"No fence",109500,0,1.5,54
"60","RL",71,7056,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,5,"Other","HdBoard","HdBoard","Other",415,"TA","TA","CBlock","TA","TA","No",380,780,"TA","Y","SBrkr",983,813,1796,4,"TA",8,"Typ",1,"TA","Attchd","RFn","2","483","TA","TA","Y",0,"No fence",140000,50,2.5,45
"60","RL",80,9760,"No alley","Reg","Lvl","Inside","Other","NAmes","Norm","1Fam","Other",6,6,"Gable","HdBoard","HdBoard","Other",360,"TA","TA","CBlock","TA","TA","Other",0,780,"TA","Y","SBrkr",798,813,1611,4,"TA",7,"Typ",0,"No fireplace","Attchd","RFn","2","442","TA","TA","Y",328,"No fence",167900,317,2.5,44
"20","RL",69,7590,"No alley","Reg","Lvl","Inside","Gtl","NAmes","Other","1Fam","1Story",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",1117,1117,"Ex","Y","SBrkr",1117,0,1117,3,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","Other","264","TA","TA","Y",0,"No fence",136870,0,1,45
"30","Other",30,5232,"Other","Other","Other","Inside","Gtl","OldTown","Other","1Fam","1Story",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","Other","TA","No",680,680,"Other","Other","Other",764,0,764,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","2","504","TA","TA","Other",0,"No fence",73000,0,1,4
"70","Other",60,10440,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",5,8,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No",650,650,"Other","Y","SBrkr",958,581,1539,3,"Other",8,"Typ",1,"Other","Other","Unf","2","686","Other","TA","Other",70,"No fence",157500,146,2,6
"50","Other",57,9184,"Other","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","Other",5,7,"Gable","WdShing","Wd Shng","None",0,"TA","TA","Other","TA","TA","No",780,780,"Ex","Y","SBrkr",948,375,1323,3,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","400","TA","TA","Y",0,"No fence",122600,0,1,3
"70","Other",80,4800,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",5,5,"Gable","AsbShng","AsbShng","None",0,"TA","TA","Other","TA","Other","No",680,680,"Other","Other","SBrkr",680,680,1360,2,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","Other","330","Other","TA","Y",192,"No fence",111000,50,1,5
"50","Other",60,10440,"Other","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",6,7,"Gable","BrkFace","Wd Sdng","None",0,"Other","Other","Other","Gd","TA","No",1017,1510,"Ex","Y","SBrkr",1584,1208,2792,5,"TA",8,"Other",2,"TA","Other","Unf","2","520","Other","TA","Y",0,"Other",256000,1027,2,58
"30","Other",60,4800,"No alley","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","1Story",5,4,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Other","TA","No",672,672,"TA","Y","SBrkr",672,0,672,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","Other","256","TA","TA","Y",0,"Other",64000,0,1,58
"75","Other",60,6000,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",6,7,"Gable","Wd Sdng","Wd Sdng","None",0,"Other","TA","Other","TA","TA","No",728,728,"Other","Y","SBrkr",728,728,1456,4,"Other",7,"Typ",0,"No fireplace","Other","Unf","Other","308","Other","Other","Other",0,"No fence",139500,248,1.5,3
"190","Other",63,11426,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",4,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No",828,828,"Other","Y","Other",828,658,1594,3,"TA",9,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Other",0,"No fence",118000,281,2,12
"50","Other",63,11426,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No",1362,1362,"Ex","Y","SBrkr",1362,720,2082,3,"Other",6,"Other",0,"No fireplace","Other","Unf","2","484","TA","TA","Other",280,"No fence",200000,238,2.5,5
"50","Other",63,7628,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",4,6,"Gable","MetalSd","MetalSd","None",0,"TA","Other","Other","TA","TA","No",801,801,"Other","Y","Other",1095,561,1656,2,"TA",8,"Other",0,"No fireplace","Other","Unf","2","440","TA","TA","Y",187,"No fence",119164,0,2,23
"50","Other",81,7308,"No alley","Reg","Lvl","Other","Gtl","OldTown","Other","1Fam","Other",5,5,"Gable","WdShing","Wd Shng","None",0,"Other","Other","Other","TA","TA","No",576,936,"Other","Other","Other",960,780,1740,2,"Other",6,"Typ",1,"Gd","Other","Unf","Other","225","Other","Other","Other",0,"No fence",122250,236,1,58
"30","Other",60,5400,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",7,6,"Gable","Stucco","Stucco","None",0,"Other","TA","CBlock","TA","TA","No",931,931,"TA","Y","SBrkr",1027,0,1027,2,"Other",5,"Typ",1,"TA","Other","Other","Other","No garage","Other","Other","Other",0,"No fence",120000,28,1.5,2
"190","Other",60,10800,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",6,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",294,884,"TA","Y","SBrkr",884,552,1436,3,"TA",8,"Typ",2,"Gd","Other","Unf","2","828","TA","TA","Y",0,"No fence",155000,126,2,58
"30","Other",60,6756,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,6,"Other","MetalSd","MetalSd","None",0,"TA","TA","Other","TA","Other","No",481,481,"TA","Other","Other",899,0,899,2,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","200","Other","TA","Other",0,"No fence",78000,96,1,58
"50","Other",44,5914,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",5,9,"Gable","Wd Sdng","HdBoard","None",0,"TA","TA","Other","Other","TA","No",684,684,"Other","Y","SBrkr",684,396,1080,3,"Other",5,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Other",0,"No fence",95000,195,1,12
"20","Other",100,12000,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",172,924,"Ex","Y","SBrkr",1122,0,1122,2,"Other",6,"Typ",0,"No fireplace","Attchd","Unf","2","528","TA","TA","Y",0,"Other",147000,36,2,3
"50","Other",75,9000,"No alley","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",459,904,"Ex","Y","Other",904,595,1499,3,"TA",5,"Typ",1,"Other","Other","Unf","Other","869","TA","Other","Y",0,"No fence",140000,20,1,58
"20","Other",50,6000,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,6,"Other","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No",620,928,"Other","Y","Other",928,0,928,3,"TA",5,"Typ",0,"No fireplace","Attchd","Fin","Other","288","TA","TA","Y",0,"No fence",112500,0,1,51
"20","Other",50,6000,"No alley","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","1Story",4,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",901,901,"Ex","Y","SBrkr",901,0,901,2,"TA",4,"Typ",0,"No fireplace","Other","Unf","Other","281","Other","TA","Y",0,"No fence",107900,0,1,8
"75","Other",87,18386,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",7,9,"Gable","CemntBd","CmentBd","None",0,"TA","TA","Other","TA","TA","No",1470,1470,"Ex","Y","SBrkr",1675,1818,3493,3,"Other",10,"Typ",1,"Other","Attchd","Unf","Other","870","TA","TA","Y",302,"No fence",295000,0,3,6
"190","Other",69,9142,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","Other","Other","Other","TA","No",797,797,"TA","Other","Other",830,797,1627,4,"TA",10,"Typ",0,"No fireplace","Other","Unf","2","420","Other","Other","Other",192,"No fence",139500,60,2,2
"50","Other",100,12665,"Other","Other","Lvl","Inside","Gtl","OldTown","Other","1Fam","Other",5,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","Other",876,876,"Other","Y","SBrkr",876,540,1416,4,"TA",7,"Typ",1,"Gd","Other","Unf","Other","720","TA","TA","Y",418,"No fence",153900,194,1.5,58
"75","Other",53,5350,"No alley","Reg","Lvl","Other","Gtl","OldTown","Other","1Fam","Other",7,8,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","Other","TA","TA","No",508,624,"Ex","Y","SBrkr",730,720,1450,3,"TA",7,"Typ",0,"No fireplace","Other","Unf","Other","288","TA","TA","Y",0,"Other",132000,192,1,43
"50","Other",69,9143,"Other","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",5,7,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No",346,346,"Ex","Y","SBrkr",709,308,1017,2,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","308","TA","TA","Other",0,"No fence",114000,139,1,5
"190","Other",60,9600,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",5,5,"Gable","AsbShng","AsbShng","None",0,"TA","TA","Other","TA","TA","No",739,973,"TA","Y","Other",1377,973,2350,4,"TA",10,"Typ",0,"No fireplace","Other","Unf","2","393","TA","TA","Y",0,"No fence",130000,219,2,48
"75","Other",60,9600,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",6,5,"Gable","AsbShng","AsbShng","None",0,"TA","TA","Other","Gd","TA","No",416,735,"Other","Other","SBrkr",1134,924,2058,3,"TA",8,"Typ",1,"Gd","Other","Unf","2","396","Other","Other","Other",0,"No fence",129500,259,1.5,58
"70","Other",60,6000,"Other","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",5,9,"Gable","MetalSd","MetalSd","None",0,"Other","TA","Other","Other","TA","No",572,572,"Ex","Y","SBrkr",884,656,1540,3,"Other",7,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Other",240,"No fence",129400,77,1.5,3
"70","Other",60,9600,"No alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",7,9,"Other","MetalSd","MetalSd","None",0,"TA","Other","Other","TA","TA","No",548,689,"Ex","Y","SBrkr",689,689,1378,3,"Other",7,"Typ",1,"Gd","Other","Unf","2","360","TA","TA","Other",0,"No fence",161000,116,2,3
"190","Other",60,10800,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",6,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","Other","TA","No",482,482,"Ex","Other","SBrkr",1221,691,1912,3,"TA",7,"Typ",1,"TA","Other","Unf","2","672","Other","TA","Y",0,"No fence",163000,237,2,8
