"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Roof.Style","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Pool.QC","Fence","Misc.Feature","Misc.Val","SalePrice","Porch.Sq.Feet","Tot.Bathrooms","House.Age"
60,"RL",90,14670,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,7,"Gable","VinylSd","VinylSd","Other",410,"Other","Other","CBlock","TA","TA","No","BLQ",575,"Unf",0,529,1104,"GasA","Ex","Y","SBrkr",1104,884,0,1988,4,1,"Other",9,"Typ",1,"Gd","Attchd","RFn",2,480,"TA","TA","Y",0,"No","Other","No additional feature",0,227000,230,2.5,9
20,"RL",0,7390,"No alley access","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Other","Wd Sdng","Wd Sdng","Other",151,"TA","TA","CBlock","TA","TA","No","ALQ",902,"Unf",0,196,1098,"GasA","TA","Y","SBrkr",1098,0,0,1098,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf",1,260,"TA","TA","Y",0,"No","No fence","No additional feature",0,135000,0,2,53
20,"RL",76,9120,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,"Other","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",662,"Unf",0,599,1261,"GasA","Ex","Y","SBrkr",1261,0,0,1261,3,1,"TA",6,"Typ",1,"TA","Attchd","RFn",2,433,"TA","TA","Y",0,"No","No fence","Other",1400,163000,288,2,50
20,"RL",75,9464,"No alley access","Reg","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",6,7,"Other","MetalSd","MetalSd","Other",135,"TA","Other","CBlock","TA","TA","No","BLQ",570,"Unf",0,510,1080,"GasA","Other","Y","SBrkr",1080,0,0,1080,3,1,"TA",5,"Typ",0,"No fireplace","Attchd","Unf",1,288,"TA","TA","Y",0,"No","No fence","No additional feature",0,136000,130,1,50
20,"RL",75,10425,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",774,"Unf",0,330,1104,"GasA","Other","Y","SBrkr",1104,0,0,1104,3,1,"TA",5,"Typ",0,"No fireplace","Attchd","RFn",1,384,"TA","TA","Y",0,"No","No fence","No additional feature",0,133000,0,2,50
20,"RL",60,11556,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","MetalSd","MetalSd","Other",52,"TA","TA","CBlock","TA","TA","No","Rec",148,"Unf",0,572,720,"GasA","Ex","Y","Other",882,0,0,882,2,1,"Other",4,"Typ",0,"No fireplace","Attchd","Unf",1,240,"TA","TA","Y",0,"No","Other","No additional feature",0,116000,0,2,56
20,"RL",0,12774,"No alley access","Reg","Lvl","Inside","Other","NAmes","Norm","1Fam","1Story",5,5,"Other","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","BLQ",624,"Other",128,232,984,"Other","TA","Other","SBrkr",950,0,0,950,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",2,400,"TA","TA","Y",0,"No","Other","No additional feature",0,130000,32,1,55
20,"RL",95,14250,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,"Gable","Plywood","Plywood","Other",360,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,998,998,"GasA","TA","Y","SBrkr",1790,0,0,1790,3,1,"TA",6,"Typ",2,"Gd","Attchd","Fin",2,540,"TA","TA","Y",0,"No","No fence","Other",1500,180000,40,2,51
20,"RL",71,8838,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,3,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","Other","Y","SBrkr",1764,0,0,1764,4,1,"TA",7,"Other",1,"TA","Attchd","Fin",1,301,"TA","TA","Y",0,"No","No fence","No additional feature",0,100000,72,2.5,26
20,"RL",60,10122,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",4,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Other","SBrkr",869,0,0,869,1,1,"TA",3,"Typ",0,"No fireplace","Other","Unf",1,390,"Other","TA","Other",0,"No","Other","No additional feature",0,89900,66,1,58
30,"RL",60,5400,"No alley access","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","1Story",4,7,"Other","VinylSd","VinylSd","None",0,"Other","TA","PConc","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA","Other","Y","SBrkr",672,0,0,672,2,1,"TA",4,"Typ",0,"No fireplace","Other","Unf",1,308,"TA","TA","Other",88,"No","No fence","No additional feature",0,86900,108,1,3
60,"RL",70,9247,"No alley access","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,6,"Gable","HdBoard","HdBoard","Other",318,"TA","TA","CBlock","TA","TA","No","Rec",319,"Unf",0,539,858,"GasA","Ex","Y","SBrkr",858,858,0,1716,4,1,"TA",8,"Typ",1,"Gd","Attchd","Fin",2,490,"TA","TA","Y",0,"No","No fence","No additional feature",0,171000,204,1.5,46
20,"RL",78,10180,"No alley access","Other","Lvl","Other","Gtl","NAmes","Other","1Fam","1Story",5,6,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",744,"Unf",0,168,912,"GasA","TA","Y","SBrkr",1044,0,0,1044,3,1,"TA",5,"Typ",1,"Other","Attchd","Fin",2,372,"TA","TA","Y",200,"No","Other","Other",450,139000,48,2,40
20,"RL",0,10920,"No alley access","Other","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",6,5,"Other","MetalSd","MetalSd","Other",212,"TA","TA","CBlock","TA","TA","No","BLQ",733,"Unf",0,520,1253,"GasA","TA","Y","SBrkr",1253,0,0,1253,2,1,"TA",5,"Typ",1,"Other","Attchd","RFn",1,352,"TA","TA","Y",0,"No","Other","No additional feature",0,157000,389,2.5,48
20,"RL",0,12929,"No alley access","Other","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,"Gable","Wd Sdng","Wd Sdng","Other",276,"TA","TA","CBlock","TA","TA","Other","GLQ",697,"Unf",0,384,1081,"GasA","TA","Y","SBrkr",1081,0,0,1081,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",1,401,"TA","TA","Y",36,"No","No fence","No additional feature",0,148000,82,2,15
20,"RL",313,27650,"No alley access","Other","Other","Inside","Other","NAmes","Other","1Fam","1Story",7,7,"Other","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Other","GLQ",425,"Unf",0,160,585,"GasA","Ex","Y","SBrkr",2069,0,0,2069,4,1,"Other",9,"Typ",1,"Gd","Attchd","RFn",2,505,"TA","TA","Y",0,"No","No fence","No additional feature",0,242000,0,3,1
20,"RL",74,8892,"No alley access","Reg","Lvl","Other","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Gable","WdShing","Wd Shng","None",0,"Other","TA","Other","TA","TA","Other","Unf",0,"Unf",0,105,105,"GasA","Other","Y","SBrkr",910,0,0,910,3,1,"Other",5,"Typ",0,"No fireplace","Attchd","Unf",2,414,"TA","TA","Y",196,"No","Other","No additional feature",0,116000,150,1,12
20,"RL",80,8000,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","BLQ",476,"Other",488,292,1256,"GasA","Other","Y","Other",1256,0,0,1256,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",1,311,"TA","TA","Y",0,"No","No fence","No additional feature",0,159000,240,2.5,49
45,"RL",64,6390,"No alley access","Reg","Lvl","Other","Gtl","NAmes","Other","1Fam","Other",6,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,936,936,"GasA","TA","Y","Other",984,0,0,984,2,1,"TA",4,"Typ",0,"No fireplace","Other","Unf",1,280,"TA","TA","Y",0,"No","Other","No additional feature",0,112500,0,2,54
45,"RL",59,7227,"No alley access","Reg","Other","Other","Other","NAmes","Other","1Fam","Other",6,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","Other","Y","SBrkr",832,0,0,832,2,1,"Other",4,"Typ",0,"No fireplace","Other","Unf",2,528,"TA","TA","Y",0,"No","No fence","No additional feature",0,105500,0,1,54
50,"RL",60,7200,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",673,"Unf",0,181,854,"GasA","Other","Y","Other",854,424,0,1278,4,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf",1,240,"TA","TA","Y",0,"No","Other","No additional feature",0,127500,0,1,54
60,"RL",71,7056,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","Other",6,5,"Other","HdBoard","HdBoard","Other",415,"TA","TA","CBlock","TA","TA","No","BLQ",400,"Unf",0,380,780,"GasA","TA","Y","SBrkr",983,813,0,1796,4,1,"TA",8,"Typ",1,"TA","Attchd","RFn",2,483,"TA","TA","Y",0,"No","No fence","No additional feature",0,140000,50,2.5,45
20,"RL",69,7590,"No alley access","Reg","Lvl","Inside","Gtl","NAmes","Other","1Fam","1Story",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1117,1117,"GasA","Ex","Y","SBrkr",1117,0,0,1117,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf",1,264,"TA","TA","Y",0,"No","No fence","No additional feature",0,136870,0,1,45
50,"Other",57,9184,"Other","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","Other",5,7,"Gable","WdShing","Wd Shng","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","Ex","Y","SBrkr",948,375,0,1323,3,1,"TA",6,"Typ",0,"No fireplace","Other","Unf",2,400,"TA","TA","Y",0,"No","No fence","No additional feature",0,122600,0,1,3
70,"Other",80,4800,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",5,5,"Gable","AsbShng","AsbShng","None",0,"TA","TA","Other","TA","Other","No","Unf",0,"Unf",0,680,680,"GasA","Other","Other","SBrkr",680,680,0,1360,2,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf",1,330,"Other","TA","Y",192,"No","No fence","No additional feature",0,111000,50,1,5
75,"Other",60,6000,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",6,7,"Gable","Wd Sdng","Wd Sdng","None",0,"Other","TA","Other","TA","TA","No","Unf",0,"Unf",0,728,728,"GasA","Other","Y","SBrkr",728,728,0,1456,4,1,"Other",7,"Typ",0,"No fireplace","Other","Unf",1,308,"Other","Other","Other",0,"No","No fence","No additional feature",0,139500,248,1.5,3
190,"Other",63,11426,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",4,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,828,828,"GasA","Other","Y","Other",828,658,108,1594,3,2,"TA",9,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Other",0,"No","No fence","No additional feature",0,118000,281,2,12
50,"Other",63,7628,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",4,6,"Gable","MetalSd","MetalSd","None",0,"TA","Other","Other","TA","TA","No","Unf",0,"Unf",0,801,801,"GasA","Other","Y","Other",1095,561,0,1656,2,1,"TA",8,"Other",0,"No fireplace","Other","Unf",2,440,"TA","TA","Y",187,"No","No fence","No additional feature",0,119164,0,2,23
50,"Other",81,7308,"No alley access","Reg","Lvl","Other","Gtl","OldTown","Other","1Fam","Other",5,5,"Gable","WdShing","Wd Shng","None",0,"Other","Other","Other","TA","TA","No","Rec",360,"Unf",0,576,936,"GasA","Other","Other","Other",960,780,0,1740,2,1,"Other",6,"Typ",1,"Gd","Other","Unf",1,225,"Other","Other","Other",0,"No","No fence","No additional feature",0,122250,236,1,58
30,"Other",60,6756,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,6,"Other","MetalSd","MetalSd","None",0,"TA","TA","Other","TA","Other","No","Unf",0,"Unf",0,481,481,"GasA","TA","Other","Other",899,0,0,899,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",1,200,"Other","TA","Other",0,"No","No fence","No additional feature",0,78000,96,1,58
50,"Other",44,5914,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",5,9,"Gable","Wd Sdng","HdBoard","None",0,"TA","TA","Other","Other","TA","No","Unf",0,"Unf",0,684,684,"GasA","Other","Y","SBrkr",684,396,0,1080,3,1,"Other",5,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Other",0,"No","No fence","No additional feature",0,95000,195,1,12
20,"Other",100,12000,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",144,"Other",608,172,924,"GasA","Ex","Y","SBrkr",1122,0,0,1122,2,1,"Other",6,"Typ",0,"No fireplace","Attchd","Unf",2,528,"TA","TA","Y",0,"No","Other","No additional feature",0,147000,36,2,3
50,"Other",75,9000,"No alley access","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",445,"Unf",0,459,904,"GasA","Ex","Y","Other",904,595,0,1499,3,1,"TA",5,"Typ",1,"Other","Other","Unf",3,869,"TA","Other","Y",0,"No","No fence","No additional feature",0,140000,20,1,58
20,"Other",50,6000,"No alley access","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","1Story",4,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,901,901,"GasA","Ex","Y","SBrkr",901,0,0,901,2,1,"TA",4,"Typ",0,"No fireplace","Other","Unf",1,281,"Other","TA","Y",0,"No","No fence","No additional feature",0,107900,0,1,8
190,"Other",69,9142,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","Other","Other","Other","TA","No","Unf",0,"Unf",0,797,797,"GasA","TA","Other","Other",830,797,0,1627,4,2,"TA",10,"Typ",0,"No fireplace","Other","Unf",2,420,"Other","Other","Other",192,"No","No fence","No additional feature",0,139500,60,2,2
75,"Other",53,5350,"No alley access","Reg","Lvl","Other","Gtl","OldTown","Other","1Fam","Other",7,8,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","Other","TA","TA","No","BLQ",116,"Unf",0,508,624,"GasA","Ex","Y","SBrkr",730,720,0,1450,3,1,"TA",7,"Typ",0,"No fireplace","Other","Unf",1,288,"TA","TA","Y",0,"No","Other","No additional feature",0,132000,192,1,43
50,"Other",69,9143,"Other","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",5,7,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,346,346,"GasA","Ex","Y","SBrkr",709,308,0,1017,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",1,308,"TA","TA","Other",0,"No","No fence","No additional feature",0,114000,139,1,5
75,"Other",60,9600,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",6,5,"Gable","AsbShng","AsbShng","None",0,"TA","TA","Other","Gd","TA","No","Rec",319,"Unf",0,416,735,"Other","Other","Other","SBrkr",1134,924,0,2058,3,1,"TA",8,"Typ",1,"Gd","Other","Unf",2,396,"Other","Other","Other",0,"No","No fence","No additional feature",0,129500,259,1.5,58
70,"Other",60,6000,"Other","Reg","Lvl","Other","Gtl","OldTown","Norm","1Fam","Other",5,9,"Gable","MetalSd","MetalSd","None",0,"Other","TA","Other","Other","TA","No","Unf",0,"Unf",0,572,572,"GasA","Ex","Y","SBrkr",884,656,0,1540,3,1,"Other",7,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Other",240,"No","No fence","No additional feature",0,129400,77,1.5,3
190,"Other",60,10800,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",6,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","Other","TA","No","Unf",0,"Unf",0,482,482,"GasA","Ex","Other","SBrkr",1221,691,0,1912,3,2,"TA",7,"Typ",1,"TA","Other","Unf",2,672,"Other","TA","Y",0,"No","No fence","No additional feature",0,163000,237,2,8
75,"Other",35,6300,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",6,6,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,742,742,"GasA","Ex","Y","SBrkr",742,742,0,1484,3,1,"TA",9,"Typ",1,"Gd","Other","Other",0,0,"Other","Other","Y",0,"No","No fence","No additional feature",0,128000,425,2,7
70,"Other",50,5250,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",8,5,"Gable","MetalSd","MetalSd","None",0,"TA","Other","Other","TA","Other","No","Other",259,"Unf",0,425,684,"Other","Other","Other","SBrkr",938,1215,205,2358,4,1,"TA",8,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Y",0,"No","No fence","No additional feature",0,122000,74,2,21
50,"Other",0,5700,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",7,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,572,572,"GasA","TA","Y","SBrkr",572,539,0,1111,2,1,"TA",5,"Typ",1,"Gd","Other","Unf",1,288,"TA","TA","Y",0,"No","No fence","No additional feature",0,116900,176,1,58
75,"Other",75,13500,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Other","1Fam","Other",10,9,"Gable","Wd Sdng","Wd Sdng","None",0,"Other","Other","Other","TA","TA","No","Unf",0,"Unf",0,1237,1237,"GasA","Other","Y","SBrkr",1521,1254,0,2775,3,1,"Other",9,"Typ",1,"Gd","Other","Unf",2,880,"Other","TA","Y",105,"No","No fence","No additional feature",0,325000,502,3.5,8
70,"Other",60,11340,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",2,1,"Gable","AsbShng","AsbShng","None",0,"Other","Other","Other","Other","Other","No","Unf",0,"Unf",0,723,723,"GasA","TA","Other","SBrkr",723,363,0,1086,2,1,"TA",5,"Other",0,"No fireplace","Other","Unf",2,400,"Other","Other","Other",0,"No","No fence","No additional feature",0,55000,168,1,58
20,"Other",70,12702,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,5,"Gable","BrkFace","BrkFace","None",0,"TA","TA","PConc","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","Other","Y","Other",882,0,0,882,2,1,"TA",4,"Typ",0,"No fireplace","Other","Unf",1,308,"TA","TA","Y",0,"No","No fence","No additional feature",0,97000,45,1,52
20,"Other",52,8516,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",4,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,869,869,"GasA","TA","Y","SBrkr",1093,0,0,1093,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",1,308,"TA","TA","Y",0,"No","No fence","No additional feature",0,115500,0,1,2
45,"Other",50,6130,"No alley access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","Other",5,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","TA","TA","No","ALQ",784,"Unf",0,0,784,"GasA","Other","Y","SBrkr",784,0,0,784,2,1,"Other",5,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Y",0,"No","No fence","No additional feature",0,109500,116,2,58
30,"Other",50,6000,"No alley access","Reg","Other","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Other","Other","TA","Other","No","Unf",0,"Unf",0,949,949,"GasA","Ex","Y","SBrkr",949,0,0,949,2,1,"TA",5,"Typ",1,"Other","Other","Unf",2,370,"TA","TA","Y",0,"No","No fence","No additional feature",0,119000,48,1,5
50,"Other",50,6000,"No alley access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","Other",6,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Other","Other","TA","TA","No","Rec",201,"Other",162,462,825,"GasA","Ex","Y","SBrkr",825,672,0,1497,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",1,672,"TA","TA","Y",272,"No","Other","No additional feature",0,157000,0,2,8
50,"Other",50,6000,"No alley access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","Other",6,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Other",264,"Unf",0,475,739,"GasA","Ex","Y","SBrkr",874,468,0,1342,2,2,"TA",7,"Typ",1,"Gd","Other","Unf",1,240,"TA","TA","Y",0,"No","No fence","No additional feature",0,105000,0,2,58
45,"Other",50,5000,"No alley access","Reg","Other","Inside","Other","BrkSide","Norm","1Fam","Other",6,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,992,992,"GasA","Ex","Y","SBrkr",1013,0,0,1013,3,1,"TA",6,"Typ",0,"No fireplace","Other","Unf",1,160,"Other","TA","Y",0,"No","No fence","No additional feature",0,113000,101,1,58
50,"Other",60,5520,"No alley access","Other","Lvl","Other","Gtl","BrkSide","Other","1Fam","Other",5,7,"Gable","AsbShng","AsbShng","None",0,"TA","Other","Other","TA","TA","No","ALQ",68,"Unf",0,497,565,"GasA","TA","Y","SBrkr",565,651,0,1216,3,1,"TA",6,"Typ",1,"Gd","Other","RFn",1,355,"Other","TA","Y",0,"No","Other","No additional feature",0,115000,180,2,11
50,"Other",52,6240,"No alley access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","Other",4,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","BLQ",80,"Unf",0,624,704,"GasA","Ex","Y","SBrkr",624,512,0,1136,2,1,"TA",6,"Typ",0,"No fireplace","Other","Unf",1,336,"TA","TA","Y",0,"No","No fence","No additional feature",0,123000,445,1.5,58
70,"Other",60,6155,"No alley access","Other","Lvl","Other","Gtl","BrkSide","Other","1Fam","Other",6,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","Other","Other","Other","Unf",0,"Unf",0,611,611,"GasA","Ex","Y","SBrkr",751,611,0,1362,3,1,"TA",6,"Typ",0,"No fireplace","Other","Fin",2,502,"TA","Other","Y",0,"No","No fence","No additional feature",0,128000,84,2,9
30,"Other",60,6324,"No alley access","Other","Lvl","Inside","Gtl","BrkSide","Other","1Fam","1Story",4,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,520,520,"GasA","Other","Other","SBrkr",520,0,0,520,1,1,"Other",4,"Typ",0,"No fireplace","Other","Unf",1,240,"Other","TA","Y",49,"No","No fence","No additional feature",0,68500,87,1,58
50,"Other",50,8635,"No alley access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","Other",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"Other",41,295,672,"GasA","TA","Y","SBrkr",1072,213,0,1285,2,1,"TA",6,"Other",0,"No fireplace","Other","Unf",1,240,"TA","TA","Y",0,"No","Other","No additional feature",0,127000,0,2,7
50,"RL",64,13053,"Other","Reg","Other","Inside","Gtl","BrkSide","Norm","1Fam","Other",6,7,"Other","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,833,833,"GasA","Other","Y","SBrkr",1053,795,0,1848,4,1,"Other",8,"Typ",1,"Gd","Other","Unf",2,370,"TA","TA","Other",0,"No","No fence","No additional feature",0,207000,220,1.5,8
50,"RL",0,9144,"Other","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","Other",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",399,"Unf",0,484,883,"GasA","Other","Y","SBrkr",988,517,0,1505,3,1,"TA",8,"Typ",0,"No fireplace","Other","Unf",1,240,"TA","TA","Other",0,"No","No fence","No additional feature",0,145000,0,2,26
60,"Other",57,8094,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","Other","Other",6,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","Other","Rec",196,"Unf",0,1046,1242,"GasA","Other","Y","SBrkr",1242,742,0,1984,5,1,"TA",8,"Typ",0,"No fireplace","Other","Other",1,360,"Other","Other","Y",64,"No","Other","Other",1000,160000,180,2,25
70,"Other",0,5100,"Other","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",8,7,"Other","Stucco","Wd Shng","None",0,"TA","Other","PConc","TA","TA","No","Unf",0,"Unf",0,588,588,"GasA","Other","Y","SBrkr",833,833,0,1666,3,1,"Other",7,"Typ",1,"Gd","Other","Unf",1,228,"TA","TA","Y",192,"No","Other","No additional feature",0,161000,63,1,12
50,"Other",63,4347,"No alley access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","Other",6,8,"Other","MetalSd","MetalSd","None",0,"Other","TA","Other","Gd","Other","No","Unf",0,"Unf",0,796,796,"GasA","Ex","Y","SBrkr",825,784,0,1609,3,1,"TA",7,"Typ",0,"No fireplace","Other","Unf",1,228,"Other","Other","Other",0,"No","No fence","No additional feature",0,127500,182,1,58
30,"Other",0,6291,"No alley access","Other","Lvl","Inside","Gtl","IDOTRR","Other","1Fam","1Story",6,6,"Gable","Stucco","Wd Shng","None",0,"Other","Other","Other","TA","TA","No","Unf",0,"Unf",0,768,768,"GasA","TA","Y","SBrkr",768,0,0,768,1,1,"TA",4,"Typ",0,"No fireplace","Other","Unf",2,440,"TA","TA","Other",0,"No","No fence","No additional feature",0,93850,84,1,58
50,"Other",60,6876,"No alley access","Reg","Other","Inside","Gtl","IDOTRR","Norm","1Fam","Other",6,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,1272,1272,"GasA","TA","Y","SBrkr",1272,0,697,1969,4,1,"TA",9,"Other",1,"Gd","Other","Unf",2,400,"TA","TA","Y",0,"No","No fence","No additional feature",0,141000,34,2,50
