"","pclass","survived","name","sex","age","sibsp","parch","ticket","fare","cabin","embarked"
"568",3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)","female",29,0,4,"349909",21.075,"","S"
"569",3,0,"Doharr, Mr. Tannous","male",NA,0,0,"2686",7.2292,"","C"
"570",3,1,"Jonsson, Mr. Carl","male",32,0,0,"350417",7.8542,"","S"
"571",2,1,"Harris, Mr. George","male",62,0,0,"S.W./PP 752",10.5,"","S"
"572",1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)","female",53,2,0,"11769",51.4792,"C101","S"
"573",1,1,"Flynn, Mr. John Irwin (""Irving"")","male",36,0,0,"PC 17474",26.3875,"E25","S"
"574",3,1,"Kelly, Miss. Mary","female",NA,0,0,"14312",7.75,"","Q"
"575",3,0,"Rush, Mr. Alfred George John","male",16,0,0,"A/4. 20589",8.05,"","S"
"576",3,0,"Patchett, Mr. George","male",19,0,0,"358585",14.5,"","S"
"577",2,1,"Garside, Miss. Ethel","female",34,0,0,"243880",13,"","S"
"578",1,1,"Silvey, Mrs. William Baird (Alice Munger)","female",39,1,0,"13507",55.9,"E44","S"
"579",3,0,"Caram, Mrs. Joseph (Maria Elias)","female",NA,1,0,"2689",14.4583,"","C"
"580",3,1,"Jussila, Mr. Eiriik","male",32,0,0,"STON/O 2. 3101286",7.925,"","S"
"581",2,1,"Christy, Miss. Julie Rachel","female",25,1,1,"237789",30,"","S"
"582",1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)","female",39,1,1,"17421",110.8833,"C68","C"
"583",2,0,"Downton, Mr. William James","male",54,0,0,"28403",26,"","S"
"584",1,0,"Ross, Mr. John Hugo","male",36,0,0,"13049",40.125,"A10","C"
"585",3,0,"Paulner, Mr. Uscher","male",NA,0,0,"3411",8.7125,"","C"
"586",1,1,"Taussig, Miss. Ruth","female",18,0,2,"110413",79.65,"E68","S"
"587",2,0,"Jarvis, Mr. John Denzil","male",47,0,0,"237565",15,"","S"
"588",1,1,"Frolicher-Stehli, Mr. Maxmillian","male",60,1,1,"13567",79.2,"B41","C"
"589",3,0,"Gilinski, Mr. Eliezer","male",22,0,0,"14973",8.05,"","S"
"590",3,0,"Murdlin, Mr. Joseph","male",NA,0,0,"A./5. 3235",8.05,"","S"
"591",3,0,"Rintamaki, Mr. Matti","male",35,0,0,"STON/O 2. 3101273",7.125,"","S"
"592",1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)","female",52,1,0,"36947",78.2667,"D20","C"
"593",3,0,"Elsbury, Mr. William James","male",47,0,0,"A/5 3902",7.25,"","S"
"594",3,0,"Bourke, Miss. Mary","female",NA,0,2,"364848",7.75,"","Q"
"595",2,0,"Chapman, Mr. John Henry","male",37,1,0,"SC/AH 29037",26,"","S"
"596",3,0,"Van Impe, Mr. Jean Baptiste","male",36,1,1,"345773",24.15,"","S"
"597",2,1,"Leitch, Miss. Jessie Wills","female",NA,0,0,"248727",33,"","S"
"598",3,0,"Johnson, Mr. Alfred","male",49,0,0,"LINE",0,"","S"
"599",3,0,"Boulos, Mr. Hanna","male",NA,0,0,"2664",7.225,"","C"
"600",1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")","male",49,1,0,"PC 17485",56.9292,"A20","C"
"601",2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)","female",24,2,1,"243847",27,"","S"
"602",3,0,"Slabenoff, Mr. Petco","male",NA,0,0,"349214",7.8958,"","S"
"603",1,0,"Harrington, Mr. Charles H","male",NA,0,0,"113796",42.4,"","S"
"604",3,0,"Torber, Mr. Ernst William","male",44,0,0,"364511",8.05,"","S"
"605",1,1,"Homer, Mr. Harry (""Mr E Haven"")","male",35,0,0,"111426",26.55,"","C"
"606",3,0,"Lindell, Mr. Edvard Bengtsson","male",36,1,0,"349910",15.55,"","S"
"607",3,0,"Karaic, Mr. Milan","male",30,0,0,"349246",7.8958,"","S"
"608",1,1,"Daniel, Mr. Robert Williams","male",27,0,0,"113804",30.5,"","S"
"609",2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)","female",22,1,2,"SC/Paris 2123",41.5792,"","C"
"610",1,1,"Shutes, Miss. Elizabeth W","female",40,0,0,"PC 17582",153.4625,"C125","S"
"611",3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)","female",39,1,5,"347082",31.275,"","S"
"612",3,0,"Jardin, Mr. Jose Neto","male",NA,0,0,"SOTON/O.Q. 3101305",7.05,"","S"
"613",3,1,"Murphy, Miss. Margaret Jane","female",NA,1,0,"367230",15.5,"","Q"
"614",3,0,"Horgan, Mr. John","male",NA,0,0,"370377",7.75,"","Q"
"615",3,0,"Brocklebank, Mr. William Alfred","male",35,0,0,"364512",8.05,"","S"
"616",2,1,"Herman, Miss. Alice","female",24,1,2,"220845",65,"","S"
"617",3,0,"Danbom, Mr. Ernst Gilbert","male",34,1,1,"347080",14.4,"","S"
"618",3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)","female",26,1,0,"A/5. 3336",16.1,"","S"
"619",2,1,"Becker, Miss. Marion Louise","female",4,2,1,"230136",39,"F4","S"
"620",2,0,"Gavey, Mr. Lawrence","male",26,0,0,"31028",10.5,"","S"
"621",3,0,"Yasbeck, Mr. Antoni","male",27,1,0,"2659",14.4542,"","C"
"622",1,1,"Kimball, Mr. Edwin Nelson Jr","male",42,1,0,"11753",52.5542,"D19","S"
"623",3,1,"Nakid, Mr. Sahid","male",20,1,1,"2653",15.7417,"","C"
"624",3,0,"Hansen, Mr. Henry Damsgaard","male",21,0,0,"350029",7.8542,"","S"
"625",3,0,"Bowen, Mr. David John ""Dai""","male",21,0,0,"54636",16.1,"","S"
"626",1,0,"Sutton, Mr. Frederick","male",61,0,0,"36963",32.3208,"D50","S"
"627",2,0,"Kirkland, Rev. Charles Leonard","male",57,0,0,"219533",12.35,"","Q"
"628",1,1,"Longley, Miss. Gretchen Fiske","female",21,0,0,"13502",77.9583,"D9","S"
"629",3,0,"Bostandyeff, Mr. Guentcho","male",26,0,0,"349224",7.8958,"","S"
"630",3,0,"O'Connell, Mr. Patrick D","male",NA,0,0,"334912",7.7333,"","Q"
"631",1,1,"Barkworth, Mr. Algernon Henry Wilson","male",80,0,0,"27042",30,"A23","S"
"632",3,0,"Lundahl, Mr. Johan Svensson","male",51,0,0,"347743",7.0542,"","S"
"633",1,1,"Stahelin-Maeglin, Dr. Max","male",32,0,0,"13214",30.5,"B50","C"
"634",1,0,"Parr, Mr. William Henry Marsh","male",NA,0,0,"112052",0,"","S"
"635",3,0,"Skoog, Miss. Mabel","female",9,3,2,"347088",27.9,"","S"
"636",2,1,"Davis, Miss. Mary","female",28,0,0,"237668",13,"","S"
"637",3,0,"Leinonen, Mr. Antti Gustaf","male",32,0,0,"STON/O 2. 3101292",7.925,"","S"
"638",2,0,"Collyer, Mr. Harvey","male",31,1,1,"C.A. 31921",26.25,"","S"
"639",3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)","female",41,0,5,"3101295",39.6875,"","S"
"640",3,0,"Thorneycroft, Mr. Percival","male",NA,1,0,"376564",16.1,"","S"
"641",3,0,"Jensen, Mr. Hans Peder","male",20,0,0,"350050",7.8542,"","S"
"642",1,1,"Sagesser, Mlle. Emma","female",24,0,0,"PC 17477",69.3,"B35","C"
"643",3,0,"Skoog, Miss. Margit Elizabeth","female",2,3,2,"347088",27.9,"","S"
"644",3,1,"Foo, Mr. Choong","male",NA,0,0,"1601",56.4958,"","S"
"645",3,1,"Baclini, Miss. Eugenie","female",0.75,2,1,"2666",19.2583,"","C"
"646",1,1,"Harper, Mr. Henry Sleeper","male",48,1,0,"PC 17572",76.7292,"D33","C"
"647",3,0,"Cor, Mr. Liudevit","male",19,0,0,"349231",7.8958,"","S"
"648",1,1,"Simonius-Blumer, Col. Oberst Alfons","male",56,0,0,"13213",35.5,"A26","C"
"649",3,0,"Willey, Mr. Edward","male",NA,0,0,"S.O./P.P. 751",7.55,"","S"
"650",3,1,"Stanley, Miss. Amy Zillah Elsie","female",23,0,0,"CA. 2314",7.55,"","S"
"651",3,0,"Mitkoff, Mr. Mito","male",NA,0,0,"349221",7.8958,"","S"
"652",2,1,"Doling, Miss. Elsie","female",18,0,1,"231919",23,"","S"
"653",3,0,"Kalvik, Mr. Johannes Halvorsen","male",21,0,0,"8475",8.4333,"","S"
"654",3,1,"O'Leary, Miss. Hanora ""Norah""","female",NA,0,0,"330919",7.8292,"","Q"
"655",3,0,"Hegarty, Miss. Hanora ""Nora""","female",18,0,0,"365226",6.75,"","Q"
"656",2,0,"Hickman, Mr. Leonard Mark","male",24,2,0,"S.O.C. 14879",73.5,"","S"
"657",3,0,"Radeff, Mr. Alexander","male",NA,0,0,"349223",7.8958,"","S"
"658",3,0,"Bourke, Mrs. John (Catherine)","female",32,1,1,"364849",15.5,"","Q"
"659",2,0,"Eitemiller, Mr. George Floyd","male",23,0,0,"29751",13,"","S"
"660",1,0,"Newell, Mr. Arthur Webster","male",58,0,2,"35273",113.275,"D48","C"
"661",1,1,"Frauenthal, Dr. Henry William","male",50,2,0,"PC 17611",133.65,"","S"
"662",3,0,"Badt, Mr. Mohamed","male",40,0,0,"2623",7.225,"","C"
"663",1,0,"Colley, Mr. Edward Pomeroy","male",47,0,0,"5727",25.5875,"E58","S"
"664",3,0,"Coleff, Mr. Peju","male",36,0,0,"349210",7.4958,"","S"
"665",3,1,"Lindqvist, Mr. Eino William","male",20,1,0,"STON/O 2. 3101285",7.925,"","S"
"666",2,0,"Hickman, Mr. Lewis","male",32,2,0,"S.O.C. 14879",73.5,"","S"
"667",2,0,"Butler, Mr. Reginald Fenton","male",25,0,0,"234686",13,"","S"
"668",3,0,"Rommetvedt, Mr. Knud Paust","male",NA,0,0,"312993",7.775,"","S"
"669",3,0,"Cook, Mr. Jacob","male",43,0,0,"A/5 3536",8.05,"","S"
"670",1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)","female",NA,1,0,"19996",52,"C126","S"
"671",2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)","female",40,1,1,"29750",39,"","S"
"672",1,0,"Davidson, Mr. Thornton","male",31,1,0,"F.C. 12750",52,"B71","S"
"673",2,0,"Mitchell, Mr. Henry Michael","male",70,0,0,"C.A. 24580",10.5,"","S"
"674",2,1,"Wilhelms, Mr. Charles","male",31,0,0,"244270",13,"","S"
"675",2,0,"Watson, Mr. Ennis Hastings","male",NA,0,0,"239856",0,"","S"
"676",3,0,"Edvardsson, Mr. Gustaf Hjalmar","male",18,0,0,"349912",7.775,"","S"
"677",3,0,"Sawyer, Mr. Frederick Charles","male",24.5,0,0,"342826",8.05,"","S"
"678",3,1,"Turja, Miss. Anna Sofia","female",18,0,0,"4138",9.8417,"","S"
"679",3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)","female",43,1,6,"CA 2144",46.9,"","S"
"680",1,1,"Cardeza, Mr. Thomas Drake Martinez","male",36,0,1,"PC 17755",512.3292,"B51 B53 B55","C"
"681",3,0,"Peters, Miss. Katie","female",NA,0,0,"330935",8.1375,"","Q"
"682",1,1,"Hassab, Mr. Hammad","male",27,0,0,"PC 17572",76.7292,"D49","C"
"683",3,0,"Olsvigen, Mr. Thor Anderson","male",20,0,0,"6563",9.225,"","S"
"684",3,0,"Goodwin, Mr. Charles Edward","male",14,5,2,"CA 2144",46.9,"","S"
"685",2,0,"Brown, Mr. Thomas William Solomon","male",60,1,1,"29750",39,"","S"
"686",2,0,"Laroche, Mr. Joseph Philippe Lemercier","male",25,1,2,"SC/Paris 2123",41.5792,"","C"
"687",3,0,"Panula, Mr. Jaako Arnold","male",14,4,1,"3101295",39.6875,"","S"
"688",3,0,"Dakic, Mr. Branko","male",19,0,0,"349228",10.1708,"","S"
"689",3,0,"Fischer, Mr. Eberhard Thelander","male",18,0,0,"350036",7.7958,"","S"
"690",1,1,"Madill, Miss. Georgette Alexandra","female",15,0,1,"24160",211.3375,"B5","S"
"691",1,1,"Dick, Mr. Albert Adrian","male",31,1,0,"17474",57,"B20","S"
"692",3,1,"Karun, Miss. Manca","female",4,0,1,"349256",13.4167,"","C"
"693",3,1,"Lam, Mr. Ali","male",NA,0,0,"1601",56.4958,"","S"
"694",3,0,"Saad, Mr. Khalil","male",25,0,0,"2672",7.225,"","C"
"695",1,0,"Weir, Col. John","male",60,0,0,"113800",26.55,"","S"
"696",2,0,"Chapman, Mr. Charles Henry","male",52,0,0,"248731",13.5,"","S"
"697",3,0,"Kelly, Mr. James","male",34.5,0,0,"330911",7.8292,"","Q"
"698",3,1,"Mullens, Miss. Katherine ""Katie""","female",NA,0,0,"35852",7.7333,"","Q"
"699",1,0,"Thayer, Mr. John Borland","male",49,1,1,"17421",110.8833,"C68","C"
"700",3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen","male",42,0,0,"348121",7.65,"F G63","S"
"701",1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","female",18,1,0,"PC 17757",227.525,"C62 C64","C"
"702",1,1,"Silverthorne, Mr. Spencer Victor","male",35,0,0,"PC 17475",26.2875,"E24","S"
"703",3,0,"Barbara, Miss. Saiide","female",18,0,1,"2691",14.4542,"","C"
"704",3,0,"Gallagher, Mr. Martin","male",25,0,0,"36864",7.7417,"","Q"
"705",3,0,"Hansen, Mr. Henrik Juul","male",26,1,0,"350025",7.8542,"","S"
"706",2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")","male",39,0,0,"250655",26,"","S"
"707",2,1,"Kelly, Mrs. Florence ""Fannie""","female",45,0,0,"223596",13.5,"","S"
"708",1,1,"Calderhead, Mr. Edward Pennington","male",42,0,0,"PC 17476",26.2875,"E24","S"
"709",1,1,"Cleaver, Miss. Alice","female",22,0,0,"113781",151.55,"","S"
"710",3,1,"Moubarek, Master. Halim Gonios (""William George"")","male",NA,1,1,"2661",15.2458,"","C"
"711",1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")","female",24,0,0,"PC 17482",49.5042,"C90","C"
"712",1,0,"Klaber, Mr. Herman","male",NA,0,0,"113028",26.55,"C124","S"
"713",1,1,"Taylor, Mr. Elmer Zebley","male",48,1,0,"19996",52,"C126","S"
"714",3,0,"Larsson, Mr. August Viktor","male",29,0,0,"7545",9.4833,"","S"
"715",2,0,"Greenberg, Mr. Samuel","male",52,0,0,"250647",13,"","S"
"716",3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen","male",19,0,0,"348124",7.65,"F G73","S"
"717",1,1,"Endres, Miss. Caroline Louise","female",38,0,0,"PC 17757",227.525,"C45","C"
"718",2,1,"Troutt, Miss. Edwina Celia ""Winnie""","female",27,0,0,"34218",10.5,"E101","S"
"719",3,0,"McEvoy, Mr. Michael","male",NA,0,0,"36568",15.5,"","Q"
"720",3,0,"Johnson, Mr. Malkolm Joackim","male",33,0,0,"347062",7.775,"","S"
"721",2,1,"Harper, Miss. Annie Jessie ""Nina""","female",6,0,1,"248727",33,"","S"
"722",3,0,"Jensen, Mr. Svend Lauritz","male",17,1,0,"350048",7.0542,"","S"
"723",2,0,"Gillespie, Mr. William Henry","male",34,0,0,"12233",13,"","S"
"724",2,0,"Hodges, Mr. Henry Price","male",50,0,0,"250643",13,"","S"
"725",1,1,"Chambers, Mr. Norman Campbell","male",27,1,0,"113806",53.1,"E8","S"
"726",3,0,"Oreskovic, Mr. Luka","male",20,0,0,"315094",8.6625,"","S"
"727",2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)","female",30,3,0,"31027",21,"","S"
"728",3,1,"Mannion, Miss. Margareth","female",NA,0,0,"36866",7.7375,"","Q"
"729",2,0,"Bryhl, Mr. Kurt Arnold Gottfrid","male",25,1,0,"236853",26,"","S"
"730",3,0,"Ilmakangas, Miss. Pieta Sofia","female",25,1,0,"STON/O2. 3101271",7.925,"","S"
"731",1,1,"Allen, Miss. Elisabeth Walton","female",29,0,0,"24160",211.3375,"B5","S"
"732",3,0,"Hassan, Mr. Houssein G N","male",11,0,0,"2699",18.7875,"","C"
"733",2,0,"Knight, Mr. Robert J","male",NA,0,0,"239855",0,"","S"
"734",2,0,"Berriman, Mr. William John","male",23,0,0,"28425",13,"","S"
"735",2,0,"Troupiansky, Mr. Moses Aaron","male",23,0,0,"233639",13,"","S"
"736",3,0,"Williams, Mr. Leslie","male",28.5,0,0,"54636",16.1,"","S"
"737",3,0,"Ford, Mrs. Edward (Margaret Ann Watson)","female",48,1,3,"W./C. 6608",34.375,"","S"
"738",1,1,"Lesurer, Mr. Gustave J","male",35,0,0,"PC 17755",512.3292,"B101","C"
"739",3,0,"Ivanoff, Mr. Kanio","male",NA,0,0,"349201",7.8958,"","S"
"740",3,0,"Nankoff, Mr. Minko","male",NA,0,0,"349218",7.8958,"","S"
"741",1,1,"Hawksford, Mr. Walter James","male",NA,0,0,"16988",30,"D45","S"
"742",1,0,"Cavendish, Mr. Tyrell William","male",36,1,0,"19877",78.85,"C46","S"
"743",1,1,"Ryerson, Miss. Susan Parker ""Suzette""","female",21,2,2,"PC 17608",262.375,"B57 B59 B63 B66","C"
"744",3,0,"McNamee, Mr. Neal","male",24,1,0,"376566",16.1,"","S"
"745",3,1,"Stranden, Mr. Juho","male",31,0,0,"STON/O 2. 3101288",7.925,"","S"
"746",1,0,"Crosby, Capt. Edward Gifford","male",70,1,1,"WE/P 5735",71,"B22","S"
"747",3,0,"Abbott, Mr. Rossmore Edward","male",16,1,1,"C.A. 2673",20.25,"","S"
"748",2,1,"Sinkkonen, Miss. Anna","female",30,0,0,"250648",13,"","S"
"749",1,0,"Marvin, Mr. Daniel Warner","male",19,1,0,"113773",53.1,"D30","S"
"750",3,0,"Connaghton, Mr. Michael","male",31,0,0,"335097",7.75,"","Q"
"751",2,1,"Wells, Miss. Joan","female",4,1,1,"29103",23,"","S"
"752",3,1,"Moor, Master. Meier","male",6,0,1,"392096",12.475,"E121","S"
"753",3,0,"Vande Velde, Mr. Johannes Joseph","male",33,0,0,"345780",9.5,"","S"
"754",3,0,"Jonkoff, Mr. Lalio","male",23,0,0,"349204",7.8958,"","S"
"755",2,1,"Herman, Mrs. Samuel (Jane Laver)","female",48,1,2,"220845",65,"","S"
"756",2,1,"Hamalainen, Master. Viljo","male",0.67,1,1,"250649",14.5,"","S"
"757",3,0,"Carlsson, Mr. August Sigfrid","male",28,0,0,"350042",7.7958,"","S"
"758",2,0,"Bailey, Mr. Percy Andrew","male",18,0,0,"29108",11.5,"","S"
"759",3,0,"Theobald, Mr. Thomas Leonard","male",34,0,0,"363294",8.05,"","S"
"760",1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)","female",33,0,0,"110152",86.5,"B77","S"
"761",3,0,"Garfirth, Mr. John","male",NA,0,0,"358585",14.5,"","S"
"762",3,0,"Nirva, Mr. Iisakki Antino Aijo","male",41,0,0,"SOTON/O2 3101272",7.125,"","S"
"763",3,1,"Barah, Mr. Hanna Assi","male",20,0,0,"2663",7.2292,"","C"
"764",1,1,"Carter, Mrs. William Ernest (Lucile Polk)","female",36,1,2,"113760",120,"B96 B98","S"
"765",3,0,"Eklund, Mr. Hans Linus","male",16,0,0,"347074",7.775,"","S"
"766",1,1,"Hogeboom, Mrs. John C (Anna Andrews)","female",51,1,0,"13502",77.9583,"D11","S"
"767",1,0,"Brewe, Dr. Arthur Jackson","male",NA,0,0,"112379",39.6,"","C"
"768",3,0,"Mangan, Miss. Mary","female",30.5,0,0,"364850",7.75,"","Q"
"769",3,0,"Moran, Mr. Daniel J","male",NA,1,0,"371110",24.15,"","Q"
"770",3,0,"Gronnestad, Mr. Daniel Danielsen","male",32,0,0,"8471",8.3625,"","S"
"771",3,0,"Lievens, Mr. Rene Aime","male",24,0,0,"345781",9.5,"","S"
"772",3,0,"Jensen, Mr. Niels Peder","male",48,0,0,"350047",7.8542,"","S"
"773",2,0,"Mack, Mrs. (Mary)","female",57,0,0,"S.O./P.P. 3",10.5,"E77","S"
"774",3,0,"Elias, Mr. Dibo","male",NA,0,0,"2674",7.225,"","C"
"775",2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)","female",54,1,3,"29105",23,"","S"
"776",3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm","male",18,0,0,"347078",7.75,"","S"
"777",3,0,"Tobin, Mr. Roger","male",NA,0,0,"383121",7.75,"F38","Q"
"778",3,1,"Emanuel, Miss. Virginia Ethel","female",5,0,0,"364516",12.475,"","S"
"779",3,0,"Kilgannon, Mr. Thomas J","male",NA,0,0,"36865",7.7375,"","Q"
"780",1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)","female",43,0,1,"24160",211.3375,"B3","S"
"781",3,1,"Ayoub, Miss. Banoura","female",13,0,0,"2687",7.2292,"","C"
"782",1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)","female",17,1,0,"17474",57,"B20","S"
"783",1,0,"Long, Mr. Milton Clyde","male",29,0,0,"113501",30,"D6","S"
"784",3,0,"Johnston, Mr. Andrew G","male",NA,1,2,"W./C. 6607",23.45,"","S"
"785",3,0,"Ali, Mr. William","male",25,0,0,"SOTON/O.Q. 3101312",7.05,"","S"
"786",3,0,"Harmer, Mr. Abraham (David Lishin)","male",25,0,0,"374887",7.25,"","S"
"787",3,1,"Sjoblom, Miss. Anna Sofia","female",18,0,0,"3101265",7.4958,"","S"
"788",3,0,"Rice, Master. George Hugh","male",8,4,1,"382652",29.125,"","Q"
"789",3,1,"Dean, Master. Bertram Vere","male",1,1,2,"C.A. 2315",20.575,"","S"
"790",1,0,"Guggenheim, Mr. Benjamin","male",46,0,0,"PC 17593",79.2,"B82 B84","C"
"791",3,0,"Keane, Mr. Andrew ""Andy""","male",NA,0,0,"12460",7.75,"","Q"
"792",2,0,"Gaskell, Mr. Alfred","male",16,0,0,"239865",26,"","S"
"793",3,0,"Sage, Miss. Stella Anna","female",NA,8,2,"CA. 2343",69.55,"","S"
"794",1,0,"Hoyt, Mr. William Fisher","male",NA,0,0,"PC 17600",30.6958,"","C"
"795",3,0,"Dantcheff, Mr. Ristiu","male",25,0,0,"349203",7.8958,"","S"
"796",2,0,"Otter, Mr. Richard","male",39,0,0,"28213",13,"","S"
"797",1,1,"Leader, Dr. Alice (Farnham)","female",49,0,0,"17465",25.9292,"D17","S"
"798",3,1,"Osman, Mrs. Mara","female",31,0,0,"349244",8.6833,"","S"
"799",3,0,"Ibrahim Shawah, Mr. Yousseff","male",30,0,0,"2685",7.2292,"","C"
"800",3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)","female",30,1,1,"345773",24.15,"","S"
"801",2,0,"Ponesell, Mr. Martin","male",34,0,0,"250647",13,"","S"
"802",2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)","female",31,1,1,"C.A. 31921",26.25,"","S"
"803",1,1,"Carter, Master. William Thornton II","male",11,1,2,"113760",120,"B96 B98","S"
"804",3,1,"Thomas, Master. Assad Alexander","male",0.42,0,1,"2625",8.5167,"","C"
"805",3,1,"Hedman, Mr. Oskar Arvid","male",27,0,0,"347089",6.975,"","S"
"806",3,0,"Johansson, Mr. Karl Johan","male",31,0,0,"347063",7.775,"","S"
"807",1,0,"Andrews, Mr. Thomas Jr","male",39,0,0,"112050",0,"A36","S"
"808",3,0,"Pettersson, Miss. Ellen Natalia","female",18,0,0,"347087",7.775,"","S"
"809",2,0,"Meyer, Mr. August","male",39,0,0,"248723",13,"","S"
"810",1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)","female",33,1,0,"113806",53.1,"E8","S"
"811",3,0,"Alexander, Mr. William","male",26,0,0,"3474",7.8875,"","S"
"812",3,0,"Lester, Mr. James","male",39,0,0,"A/4 48871",24.15,"","S"
"813",2,0,"Slemen, Mr. Richard James","male",35,0,0,"28206",10.5,"","S"
"814",3,0,"Andersson, Miss. Ebba Iris Alfrida","female",6,4,2,"347082",31.275,"","S"
"815",3,0,"Tomlin, Mr. Ernest Portage","male",30.5,0,0,"364499",8.05,"","S"
"816",1,0,"Fry, Mr. Richard","male",NA,0,0,"112058",0,"B102","S"
"817",3,0,"Heininen, Miss. Wendla Maria","female",23,0,0,"STON/O2. 3101290",7.925,"","S"
"818",2,0,"Mallet, Mr. Albert","male",31,1,1,"S.C./PARIS 2079",37.0042,"","C"
"819",3,0,"Holm, Mr. John Fredrik Alexander","male",43,0,0,"C 7075",6.45,"","S"
"820",3,0,"Skoog, Master. Karl Thorsten","male",10,3,2,"347088",27.9,"","S"
"821",1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)","female",52,1,1,"12749",93.5,"B69","S"
"822",3,1,"Lulic, Mr. Nikola","male",27,0,0,"315098",8.6625,"","S"
"823",1,0,"Reuchlin, Jonkheer. John George","male",38,0,0,"19972",0,"","S"
"824",3,1,"Moor, Mrs. (Beila)","female",27,0,1,"392096",12.475,"E121","S"
"825",3,0,"Panula, Master. Urho Abraham","male",2,4,1,"3101295",39.6875,"","S"
"826",3,0,"Flynn, Mr. John","male",NA,0,0,"368323",6.95,"","Q"
"827",3,0,"Lam, Mr. Len","male",NA,0,0,"1601",56.4958,"","S"
"828",2,1,"Mallet, Master. Andre","male",1,0,2,"S.C./PARIS 2079",37.0042,"","C"
"829",3,1,"McCormack, Mr. Thomas Joseph","male",NA,0,0,"367228",7.75,"","Q"
"830",1,1,"Stone, Mrs. George Nelson (Martha Evelyn)","female",62,0,0,"113572",80,"B28",NA
"831",3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)","female",15,1,0,"2659",14.4542,"","C"
"832",2,1,"Richards, Master. George Sibley","male",0.83,1,1,"29106",18.75,"","S"
"833",3,0,"Saad, Mr. Amin","male",NA,0,0,"2671",7.2292,"","C"
"834",3,0,"Augustsson, Mr. Albert","male",23,0,0,"347468",7.8542,"","S"
"835",3,0,"Allum, Mr. Owen George","male",18,0,0,"2223",8.3,"","S"
"836",1,1,"Compton, Miss. Sara Rebecca","female",39,1,1,"PC 17756",83.1583,"E49","C"
"837",3,0,"Pasic, Mr. Jakob","male",21,0,0,"315097",8.6625,"","S"
"838",3,0,"Sirota, Mr. Maurice","male",NA,0,0,"392092",8.05,"","S"
"839",3,1,"Chip, Mr. Chang","male",32,0,0,"1601",56.4958,"","S"
"840",1,1,"Marechal, Mr. Pierre","male",NA,0,0,"11774",29.7,"C47","C"
"841",3,0,"Alhomaki, Mr. Ilmari Rudolf","male",20,0,0,"SOTON/O2 3101287",7.925,"","S"
"842",2,0,"Mudd, Mr. Thomas Charles","male",16,0,0,"S.O./P.P. 3",10.5,"","S"
"843",1,1,"Serepeca, Miss. Augusta","female",30,0,0,"113798",31,"","C"
"844",3,0,"Lemberopolous, Mr. Peter L","male",34.5,0,0,"2683",6.4375,"","C"
"845",3,0,"Culumovic, Mr. Jeso","male",17,0,0,"315090",8.6625,"","S"
"846",3,0,"Abbing, Mr. Anthony","male",42,0,0,"C.A. 5547",7.55,"","S"
"847",3,0,"Sage, Mr. Douglas Bullen","male",NA,8,2,"CA. 2343",69.55,"","S"
"848",3,0,"Markoff, Mr. Marin","male",35,0,0,"349213",7.8958,"","C"
"849",2,0,"Harper, Rev. John","male",28,0,1,"248727",33,"","S"
"850",1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)","female",NA,1,0,"17453",89.1042,"C92","C"
"851",3,0,"Andersson, Master. Sigvard Harald Elias","male",4,4,2,"347082",31.275,"","S"
"852",3,0,"Svensson, Mr. Johan","male",74,0,0,"347060",7.775,"","S"
"853",3,0,"Boulos, Miss. Nourelain","female",9,1,1,"2678",15.2458,"","C"
"854",1,1,"Lines, Miss. Mary Conover","female",16,0,1,"PC 17592",39.4,"D28","S"
