"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","SalePrice","Porch.SF","Tot.Bath","House.Age"
"80","Other",75,6000,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","Other",5,5,1967,1967,"Other","CompShg","HdBoard","Plywood","None",0,"Other","TA","CBlock","Gd","TA","Other","Rec",257,"Unf",0,367,624,"GasA","Ex","Y","SBrkr",1092,564,0,1656,0,0,1,1,3,1,"TA",7,"Other",1,"Other","Attchd","Unf","Other","TA","TA","Y",0,180,0,0,100,0,"No","Other","None",0,7,2008,126000,280,1.5,41
"30","Other",60,7392,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,7,1930,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,520,520,"GasA","TA","Y","Other",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Other","RFn","Other","TA","TA","Y",0,90,0,0,0,0,"No","No fence","None",0,5,2008,99500,90,1,13
"50","Other",75,9000,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","Other",5,5,1958,1958,"Gable","CompShg","WdShing","Wd Shng","Other",162,"TA","TA","CBlock","TA","TA","No","ALQ",330,"Unf",0,821,1151,"GasA","Other","Y","Other",1151,804,0,1955,0,0,2,0,4,1,"TA",7,"Typ",0,"No fireplace","Attchd","Fin","Other","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,1,2008,165500,0,2,50
"120","Other",44,3811,"Pave","No alley","Other","Other","AllPub","Inside","Other","Crawfor","Norm","Norm","Other","1Story",7,5,2004,2005,"Other","CompShg","CemntBd","CmentBd","Other",174,"Other","TA","PConc","Other","TA","Other","GLQ",1474,"Unf",0,120,1594,"GasA","Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Other",5,"Typ",1,"Gd","Attchd","Fin","2","TA","TA","Y",128,53,0,0,155,0,"No","No fence","None",0,7,2008,250000,208,3.5,3
"120","Other",44,3842,"Pave","No alley","Other","Other","AllPub","Inside","Other","Crawfor","Norm","Norm","Other","1Story",8,5,2004,2005,"Other","CompShg","CemntBd","CmentBd","Other",174,"Other","TA","PConc","Other","TA","Other","GLQ",1373,"Unf",0,221,1594,"GasA","Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Other",5,"Typ",1,"Gd","Attchd","Fin","2","TA","TA","Y",128,53,0,0,155,0,"No","No fence","None",0,1,2008,275000,208,3.5,3
"20","RL",0,23730,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",7,5,1996,1997,"Gable","CompShg","MetalSd","MetalSd","Other",668,"Other","TA","PConc","Other","TA","Other","GLQ",700,"Unf",0,1140,1840,"GasA","Ex","Y","SBrkr",2032,0,0,2032,1,0,3,0,3,1,"Other",7,"Typ",0,"No fireplace","Attchd","Fin","Other","TA","TA","Y",0,46,192,0,0,0,"No","No fence","None",0,9,2008,300000,238,4,11
"20","RL",0,13265,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Mitchel","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Other","CompShg","CemntBd","CmentBd","Other",148,"Other","TA","PConc","Gd","TA","No","GLQ",1218,"Unf",0,350,1568,"GasA","Ex","Y","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"Other",7,"Typ",2,"Gd","Attchd","RFn","Other","TA","TA","Y",150,59,0,0,0,0,"No","No fence","None",0,7,2008,271000,59,3,6
"60","RL",0,11050,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","Other",7,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,910,910,"GasA","Ex","Y","SBrkr",910,910,0,1820,0,0,2,1,3,1,"Other",8,"Typ",1,"TA","Attchd","Unf","Other","TA","TA","Y",318,32,0,0,0,0,"No","No fence","None",0,9,2008,213000,32,2.5,11
"80","RL",76,9880,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","Other",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Other","ALQ",522,"Unf",0,574,1096,"GasA","TA","Y","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"TA",6,"Typ",1,"Other","Attchd","Fin","Other","TA","TA","Y",203,0,0,0,0,576,"Other","Other","None",0,7,2008,171000,0,2,31
"20","RL",75,10125,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",641,"Other",279,276,1196,"GasA","TA","Y","SBrkr",1279,0,0,1279,0,1,2,0,3,1,"TA",6,"Typ",2,"Other","Other","Unf","2","TA","TA","Y",238,83,0,0,0,0,"No","Other","None",0,2,2008,171500,83,2.5,31
"20","RL",74,9990,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",1383,"Unf",0,297,1680,"GasA","Other","Y","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",428,120,0,0,0,0,"No","No fence","None",0,7,2008,228500,120,3,17
"190","RL",0,164660,"Other","No alley","Other","Other","AllPub","Other","Other","Timber","Norm","Norm","Other","Other",5,6,1965,1965,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Other","ALQ",1249,"Other",147,103,1499,"GasA","Ex","Y","SBrkr",1619,167,0,1786,2,0,2,0,3,1,"TA",7,"Typ",2,"Gd","Attchd","Fin","2","TA","TA","Y",670,0,0,0,0,0,"No","No fence","Other",700,8,2008,228950,0,4,43
"120","RL",42,4084,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","Other","1Story",7,6,1986,1986,"Gable","CompShg","VinylSd","VinylSd","Other",340,"Other","TA","CBlock","Gd","TA","Other","GLQ",893,"Unf",0,384,1277,"GasA","Other","Y","SBrkr",1501,0,0,1501,1,0,2,0,2,1,"Other",6,"Typ",1,"TA","Attchd","Fin","2","TA","TA","Y",240,0,0,0,0,0,"No","No fence","None",0,7,2008,241500,0,3,22
"20","RL",74,11563,"Pave","No alley","Other","Other","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Other","CompShg","VinylSd","VinylSd","Other",258,"Other","TA","PConc","Other","TA","Other","GLQ",1036,"Unf",0,482,1518,"GasA","Ex","Y","SBrkr",1537,0,0,1537,1,0,2,0,3,1,"Other",8,"Typ",0,"No fireplace","Attchd","Fin","Other","TA","TA","Y",0,26,0,0,0,0,"No","No fence","None",0,4,2008,294000,26,3,1
"80","RL",73,9802,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","Other",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,352,352,"GasA","Other","Y","SBrkr",712,730,0,1442,0,0,2,1,3,1,"TA",6,"Typ",0,"No fireplace","Other","Fin","2","TA","TA","Y",100,0,0,0,0,0,"No","No fence","None",0,4,2008,172500,0,2.5,1
"80","RL",73,9735,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","Other",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Other","Y","SBrkr",754,640,0,1394,0,0,2,1,3,1,"Other",7,"Typ",0,"No fireplace","Other","Fin","2","TA","TA","Y",100,0,0,0,0,0,"No","No fence","None",0,5,2008,167500,0,2.5,1
"20","RL",75,12890,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","Other",128,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1495,1495,"GasA","Ex","Y","SBrkr",1495,0,0,1495,0,0,2,0,3,1,"TA",8,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",252,0,192,0,0,0,"No","No fence","None",0,7,2008,150000,192,2,19
"20","RL",47,12416,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1986,1986,"Gable","CompShg","VinylSd","Plywood","Other",132,"TA","TA","CBlock","Gd","Other","No","ALQ",1398,"Other",208,0,1606,"GasA","TA","Y","SBrkr",1651,0,0,1651,1,0,2,0,3,1,"TA",7,"Other",1,"TA","Attchd","Fin","2","TA","TA","Y",192,0,0,0,0,0,"No","No fence","None",0,11,2008,184000,0,3,22
"20","RL",93,18265,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1986,1986,"Gable","CompShg","Plywood","HdBoard","Other",228,"Other","Other","CBlock","Gd","Other","Other","GLQ",920,"Other",60,276,1256,"GasA","Ex","Y","SBrkr",1256,0,0,1256,0,0,2,0,3,1,"Other",6,"Typ",1,"Other","Attchd","Unf","2","TA","TA","Y",282,0,0,0,0,0,"No","No fence","None",0,3,2008,180000,0,2,22
"20","RL",82,11202,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Other","CompShg","VinylSd","VinylSd","Other",206,"Other","TA","PConc","Other","TA","Other","GLQ",1029,"Unf",0,403,1432,"GasA","Ex","Y","SBrkr",1440,0,0,1440,1,0,2,0,3,1,"Other",7,"Typ",1,"TA","Attchd","Fin","2","TA","TA","Y",185,95,0,0,0,0,"No","No fence","None",0,6,2008,232500,95,3,5
"20","RL",0,7915,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1999,2000,"Other","CompShg","VinylSd","VinylSd","None",0,"Other","TA","PConc","Other","TA","Other","GLQ",1223,"Unf",0,443,1666,"GasA","Ex","Y","SBrkr",1675,0,0,1675,1,0,2,0,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",165,52,0,0,0,0,"No","No fence","None",0,12,2008,195000,52,3,8
"60","RL",85,12244,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","Other",8,5,2003,2003,"Other","CompShg","VinylSd","VinylSd","Other",226,"Other","TA","PConc","Gd","TA","Other","GLQ",871,"Unf",0,611,1482,"GasA","Ex","Y","SBrkr",1482,780,0,2262,1,0,2,1,4,1,"Other",10,"Typ",2,"Gd","Attchd","Fin","Other","TA","TA","Y",168,0,0,0,0,0,"No","No fence","None",0,8,2008,305000,0,3.5,5
"20","RL",79,11449,"Pave","No alley","Other","Other","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","GLQ",1011,"Unf",0,873,1884,"GasA","Ex","Y","SBrkr",1728,0,0,1728,1,0,2,0,3,1,"Other",7,"Typ",1,"Gd","Attchd","Fin","2","TA","TA","Y",0,276,0,0,0,0,"No","No fence","None",0,1,2008,298751,276,3,1
"20","RL",85,11447,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Other",674,"Other","TA","PConc","Other","TA","Other","GLQ",1571,"Unf",0,393,1964,"GasA","Ex","Y","SBrkr",1964,0,0,1964,1,0,2,1,3,1,"Other",7,"Typ",1,"Gd","Attchd","Fin","Other","TA","TA","Y",0,265,0,0,0,0,"No","No fence","None",0,6,2008,370000,265,3.5,2
"120","Other",32,4500,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","Mitchel","Norm","Norm","Other","1Story",6,5,1997,1997,"Other","CompShg","VinylSd","VinylSd","Other",197,"TA","TA","PConc","Other","TA","No","GLQ",864,"Unf",0,325,1189,"GasA","Ex","Y","SBrkr",1189,0,0,1189,1,0,2,0,2,1,"TA",4,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,122,0,0,0,0,"No","No fence","None",0,4,2008,160500,122,3,11
"85","RL",150,14137,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","Mitchel","Norm","Norm","1Fam","Other",4,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","Other",98,"TA","TA","CBlock","Gd","TA","Other","ALQ",865,"Other",247,88,1200,"GasA","Other","Y","SBrkr",1200,0,0,1200,1,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Other","Fin","Other","TA","TA","Y",0,119,0,0,171,0,"No","No fence","None",0,11,2008,173000,290,2,44
"120","Other",0,4224,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Other","1Story",5,6,1975,1975,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",769,"Unf",0,271,1040,"GasA","Other","Y","SBrkr",1040,0,0,1040,0,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","2","TA","TA","Y",0,100,0,0,0,0,"No","No fence","None",0,6,2008,124000,100,1,33
"160","Other",0,2665,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Other","Other",5,6,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,264,264,"GasA","TA","Y","SBrkr",616,688,0,1304,0,0,1,1,3,1,"TA",4,"Typ",1,"Gd","Other","Fin","Other","TA","TA","Y",141,24,0,0,0,0,"No","No fence","None",0,6,2008,115000,24,1.5,32
"160","Other",41,2665,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Other","Other",5,7,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",318,"Unf",0,232,550,"GasA","TA","Y","SBrkr",925,550,0,1475,0,0,2,0,4,1,"TA",6,"Typ",1,"TA","Attchd","Unf","Other","TA","TA","Y",92,26,0,0,0,0,"No","No fence","None",0,5,2008,129500,26,2,32
"180","Other",21,1974,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Other","Other",4,7,1973,2006,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Other","CBlock","Gd","TA","Other","GLQ",501,"Unf",0,25,526,"GasA","Other","Y","SBrkr",526,462,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Other","RFn","Other","TA","TA","Y",120,101,0,0,0,0,"No","No fence","None",0,6,2008,105000,101,2,2
"180","Other",21,1596,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Other","Other",4,6,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Other","GLQ",437,"Unf",0,25,462,"GasA","TA","Y","SBrkr",526,462,0,988,1,0,1,0,1,1,"TA",4,"Typ",1,"Other","Other","RFn","Other","TA","TA","Y",0,101,0,120,0,0,"No","Other","None",0,7,2008,94900,221,2,35
"20","RL",0,17979,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Other","CBlock","TA","TA","No","ALQ",785,"Unf",0,328,1113,"GasA","Ex","Y","SBrkr",1160,0,0,1160,1,0,1,0,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",81,0,0,0,0,0,"No","Other","Other",500,2,2008,152500,0,2,40
"160","Other",21,1477,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Other","Other",6,9,1970,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Other","CBlock","TA","TA","No","GLQ",358,"Unf",0,188,546,"GasA","Ex","Y","SBrkr",546,546,0,1092,0,0,2,1,3,1,"TA",6,"Typ",0,"No fireplace","Other","Other","Other","Other","Other","Y",187,0,0,0,0,0,"No","No fence","None",0,3,2008,98000,0,2.5,1
"180","Other",21,1890,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Other","Other",4,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Other","CBlock","Gd","TA","Other","ALQ",495,"Unf",0,135,630,"GasA","Other","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"No fireplace","Other","Other","Other","Other","Other","Y",88,0,0,0,0,0,"No","No fence","None",0,6,2008,81000,0,2,36
"20","RL",100,21750,"Pave","No alley","Reg","Other","AllPub","Inside","Other","Mitchel","Other","Norm","1Fam","1Story",5,5,1954,1954,"Other","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,988,988,"GasA","Ex","Y","Other",988,0,0,988,0,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Other",0,0,0,0,0,0,"No","No fence","None",0,2,2008,113000,0,1,54
"20","RL",59,6490,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1983,1983,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Other","CBlock","TA","TA","No","GLQ",534,"Unf",0,282,816,"GasA","Ex","Y","SBrkr",816,0,0,816,0,1,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",315,0,0,0,0,0,"No","Other","None",0,4,2008,128500,0,1.5,25
"20","RL",37,6951,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1984,1985,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",658,"Unf",0,218,876,"GasA","TA","Y","SBrkr",923,0,0,923,1,0,1,0,3,1,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",362,0,0,0,0,0,"No","Other","None",0,10,2008,119500,0,2,23
"20","RL",60,6600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,9,1982,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Other","Other","CBlock","TA","TA","No","ALQ",641,"Unf",0,175,816,"GasA","Ex","Y","SBrkr",816,0,0,816,0,1,1,0,3,1,"Other",5,"Typ",1,"Other","Attchd","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,10,2008,130500,0,1.5,0
"20","RL",60,6600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,8,1982,2003,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Other","PConc","TA","Other","No","GLQ",816,"Unf",0,0,816,"GasA","Ex","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Other","Fin","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,6,2008,138000,0,2,5
"20","RL",60,6600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1982,2005,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",638,"Unf",0,207,845,"GasA","Other","Y","SBrkr",845,0,0,845,0,0,1,0,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,7,2008,134500,0,1,3
"50","RL",75,12508,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","Other",6,7,1940,1985,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Other","ALQ",660,"Unf",0,323,983,"GasA","Ex","Y","SBrkr",983,767,0,1750,1,0,2,0,4,1,"TA",7,"Other",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",245,0,156,0,0,0,"No","No fence","Other",1300,7,2008,160000,156,3,23
"20","RL",74,12395,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1984,1984,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",647,"Unf",0,217,864,"GasA","TA","Y","SBrkr",889,0,0,889,0,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,4,2008,137500,0,1,24
"60","RL",0,11075,"Pave","No alley","Other","Lvl","AllPub","Inside","Other","Mitchel","Norm","Norm","1Fam","Other",5,4,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Other",232,"TA","TA","CBlock","TA","TA","Other","ALQ",562,"Other",193,29,784,"GasA","Ex","Y","SBrkr",1168,800,0,1968,0,1,2,1,4,1,"TA",7,"Other",1,"Other","Attchd","RFn","2","TA","TA","Y",305,189,0,0,0,0,"No","Other","Other",400,9,2008,172000,189,3,39
"20","RL",85,10667,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1971,1971,"Gable","CompShg","MetalSd","MetalSd","Other",302,"TA","TA","CBlock","TA","TA","No","BLQ",838,"Unf",0,749,1587,"GasA","TA","Y","SBrkr",1587,0,0,1587,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd","Unf","2","TA","TA","Y",0,44,0,0,0,0,"No","No fence","None",0,3,2007,167300,44,2,36
"20","RL",85,10628,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,1970,1970,"Other","Other","Plywood","Plywood","None",0,"TA","Other","CBlock","TA","Other","Other","GLQ",778,"Unf",0,499,1277,"GasA","TA","Y","SBrkr",1277,0,0,1277,1,0,1,0,2,1,"TA",5,"Typ",1,"Other","Attchd","Unf","2","TA","TA","Y",0,0,0,0,176,0,"No","Other","None",0,4,2007,167000,176,2,37
"20","RL",95,13651,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood","Other",1115,"TA","Other","CBlock","Gd","TA","Other","ALQ",1880,"Unf",0,343,2223,"GasA","Ex","Y","SBrkr",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd","Fin","2","TA","TA","Y",300,0,0,0,0,0,"No","No fence","None",0,2,2007,244000,0,3,34
"20","RL",95,15865,"Pave","No alley","Other","Lvl","AllPub","Inside","Other","NAmes","Norm","Norm","1Fam","1Story",8,6,1970,1970,"Other","Other","Wd Sdng","Wd Sdng","None",0,"Other","Other","PConc","TA","Other","Other","ALQ",351,"Other",823,1043,2217,"GasA","Ex","Y","SBrkr",2217,0,0,2217,1,0,2,0,4,1,"Other",8,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",81,207,0,0,224,0,"No","No fence","None",0,10,2007,268000,431,3,37
"60","RL",0,10364,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","Other",6,5,1995,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,806,806,"GasA","Other","Y","SBrkr",806,766,0,1572,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Other","Fin","2","TA","TA","Y",0,40,0,0,0,0,"No","No fence","None",0,5,2007,168000,40,2.5,11
"60","RL",0,13869,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Gilbert","Norm","Norm","1Fam","Other",6,6,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Other","GLQ",182,"Unf",0,612,794,"GasA","Other","Y","SBrkr",794,676,0,1470,0,1,2,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Fin","2","TA","TA","Y",0,75,0,0,0,0,"No","No fence","None",0,7,2007,177000,75,2.5,10
"60","RL",57,8773,"Pave","No alley","Other","Other","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","Other",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,916,916,"GasA","Other","Y","SBrkr",916,684,0,1600,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin","2","TA","TA","Y",100,38,0,0,0,0,"No","No fence","None",0,8,2007,169000,38,2.5,10
"80","RL",56,8872,"Pave","No alley","Other","Other","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","Other",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Other","Y","SBrkr",754,630,0,1384,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Other","Fin","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,3,2007,161500,0,2.5,10
"120","RL",41,5330,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","Other","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd","None",0,"Other","TA","PConc","Gd","TA","Other","GLQ",1196,"Unf",0,298,1494,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,0,2,0,2,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",96,48,0,0,0,0,"No","No fence","None",0,8,2007,251000,48,3,7
